,,telegraaf
leidinggevenden,nederlander,0.05203257743751561
leidinggevenden,nederlanders,0.5335416617416646
leidinggevenden,somalier,0.16957756680717548
leidinggevenden,somaliers,0.25529331017891843
leidinggevenden,surinamer,0.08660840479563703
leidinggevenden,surinamers,0.6098731634796766
leidinggevenden,syrier,0.1696128195284398
leidinggevenden,syriers,0.2559526666077792
leidinggevenden,turk,0.1665812322868119
leidinggevenden,turken,0.5577511900444486
leidinggevenden,vluchteling,0.21723263384321623
leidinggevenden,vluchtelingen,0.4729338940715634
leidinggevenden,westers,0.01500043873853777
modern,afgaan,-0.04904385891584562
modern,afghanen,-0.09869439688996298
modern,allochtonen,0.015554618064502215
modern,allochtoon,0.16040906772406766
modern,antilliaan,-0.051612053609005504
modern,antillianen,-0.050257831533815384
modern,arabier,0.24401815721877074
modern,arabieren,-0.11150371471211955
modern,belg,-0.1990780918425278
modern,belgen,-0.14039413502144568
modern,christen,-0.060837417974863126
modern,christenen,-0.03927811091812215
modern,duitser,-0.1310683637858433
modern,duitsers,-0.10194085573276437
modern,expat,0.2101671587846078
modern,expats,0.0912113177521098
modern,immigrant,0.2051242886657862
modern,immigranten,-0.05640800033451051
modern,irakees,-0.015905787526690376
modern,irakezen,-0.23973312422735446
modern,marokkaan,-0.05336656816708291
modern,marokkanen,-0.14767559892439355
modern,migrant,0.10719468283030595
modern,migranten,-0.028259631666491994
modern,moslim,-0.00880019390822602
modern,moslims,-0.048814165209943784
modern,nederlander,-0.05134452980213705
modern,nederlanders,-0.015720479191270943
modern,somalier,0.01563869802094074
modern,somaliers,0.0708270204746338
modern,surinamer,0.04916332174655438
modern,surinamers,-0.06447204929026275
modern,syrier,-0.06197536722374991
modern,syriers,-0.014567209344809012
modern,turk,-0.03967339810776442
modern,turken,-0.16751333921508602
modern,vluchteling,0.11206405057901483
modern,vluchtelingen,-0.06281456002532473
modern,westers,0.5807577933904317
welvarend,afgaan,-0.08627411163629009
welvarend,afghanen,0.1235441488773263
welvarend,allochtonen,0.13483242843343216
welvarend,allochtoon,0.32341279407768875
welvarend,antilliaan,0.08317962849364766
welvarend,antillianen,0.16421071296222478
welvarend,arabier,0.2432529926747902
welvarend,arabieren,0.15777215628103147
welvarend,belg,-0.035691287135950475
welvarend,belgen,0.08410586960783452
welvarend,christen,0.22169211321308524
welvarend,christenen,0.22628253372398988
welvarend,duitser,0.03082933980023478
welvarend,duitsers,0.13793389227616615
welvarend,expat,0.2754451792842843
welvarend,expats,0.12215210564484018
welvarend,immigrant,0.24578400781130605
welvarend,immigranten,0.129769085695692
welvarend,irakees,0.14758659581300532
welvarend,irakezen,0.023844814265646778
welvarend,marokkaan,0.04292368227242719
welvarend,marokkanen,0.08417710636676534
welvarend,migrant,0.24851834348219082
welvarend,migranten,0.15445966214372933
welvarend,moslim,0.24146393293125265
welvarend,moslims,0.15142633977625583
welvarend,nederlander,0.0536335554234543
welvarend,nederlanders,0.08634527898522089
welvarend,somalier,0.13742316056759515
welvarend,somaliers,0.3285738103776147
welvarend,surinamer,0.0808226270537001
welvarend,surinamers,0.1598470119253919
welvarend,syrier,0.1842090063531711
welvarend,syriers,0.1385598997349442
welvarend,turk,0.0892890602473653
welvarend,turken,0.15750589662077125
welvarend,vluchteling,0.2917693310219571
welvarend,vluchtelingen,0.17060884401609572
welvarend,westers,0.7221300196548119
